,Qoraalka,Qeybta
2800,Team marish ismuujiya,Positive-Wanaag
2801,Walal albab kastoo oo ka Xi'an Allah hakuu furo muragadana farxad hakuugu badalee fadlan 200 subscribe ah iigaadhsiiya ,Neutral-Dhexdhexaad
2802,Walal albab kastoo oo ka Xi'an Allah hakuu furo muragadana farxad hakuugu badalee fadlan 200 subscribe ah iigaadhsiiya ,Neutral-Dhexdhexaad
2803,Beenta ha socoto,Negative-Xumaan
2804,"sxb ckeeyow qoftaas sxb macaane wllahi way u qalantaa sababto ah wllhi waan ncbahay danaysiga noocaas ah inay kula dhaqanto noocaas kana soo qaad inaad adiga oo kale iska soo qaadid 


jack fashilmay",Negative-Xumaan
2805,Walal subiscreb isaar isoboqo like,Neutral-Dhexdhexaad
2806,Nala soo eeg khayrka wlo somali thanks,Positive-Wanaag
2807,Nafsikii jack aya kulaadacee marish abayooo jesjeskaa kathaa wilkaa,Negative-Xumaan
2808,ß?íß?Çxß?Ç ß?Ç?Å sß?Çß?ìß?çsß?ç ß?Ç???¬ß?ïß?Çß?Ç ß?àß?£?ƒ?½ß?Çß?àß?Ç?? ß?í?Åß?ç  ß?çß?ç ß?Çs?¬ ß?ìß?Çxß?Å ß?àß?Ç?Çß?çß?ì?¬ ß?ïß?Ç?Çß?Çß?Ç ,Negative-Xumaan
2809,Kibir cad ayuu ah Somali gabadh iyo wiil jack garab istagen madama hadaladedu ahayen jesjes weyn,Negative-Xumaan
2810,Ck timaha gdl ka xirneso iska dhf wll kuma fcna,Positive-Wanaag
2811,Ck 2019 ilaa now kula socdaaye. Pro pin   igu qabo,Neutral-Dhexdhexaad
2812,Aniga xan waa jeclahay  lkn mida heshiishka kahelaaa keep going ck fmly,Negative-Xumaan
2813,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers Waa Codsi Wll 1k Wax yer Nooga Ndhiman Adiga Nagaasiinkaro Wll Qaliya,Neutral-Dhexdhexaad
2814,Walal subiscreb isaar ilahey dartiis isoboqoda like sher,Neutral-Dhexdhexaad
2815,Marish gabadha waxba kaqal damay raligelin bixisay halaqato,Positive-Wanaag
2816,Qurux ku dhigla wax ka dhigay inay kipirto xaq uma laha ,Negative-Xumaan
2817,Walal subiscreb isaar isoboqo,Neutral-Dhexdhexaad
2818,Nabigena Muhamed kusaliya scw,Positive-Wanaag
2819,Walal subiscreb isaar isoboqo,Neutral-Dhexdhexaad
2820,Isku dirka jooji sxp sawirka jack mxaa usoo sari mrka,Neutral-Dhexdhexaad
2821,Walal subiscreb isaar isoboqo like,Neutral-Dhexdhexaad
2822,Cad?áalad baad kahadashey ck,Positive-Wanaag
2823,Oow legend,Positive-Wanaag
2824,Anaa ugu horeeyo caawa,Positive-Wanaag
2825,Cid ka jabsaty m jiraan awwwoww  k dhac yada iyo adi ba anaa idin cuna,Negative-Xumaan
2826,Somalida dad ka xun aduunka ma saarna dadkana iyaga isku dira wiilka iyo gabadha iyagaa isku diray wax waynba meesha kama jirine,Negative-Xumaan
2827,Sorry marishbeauty waan ka xumahay,Positive-Wanaag
2828,Please reply isoo gal king CK Please ,Neutral-Dhexdhexaad
2829,Ck waxatahy qof ad adag wlhi zhp,Positive-Wanaag
2830,Asc wll ck hhhhhhh xan fareesh ah,Negative-Xumaan
2831,Walal subiscreb isaar isoboqo like,Neutral-Dhexdhexaad
2832,horay usoco,Positive-Wanaag
2833,Walal subiscreb isaar isoboqo like,Neutral-Dhexdhexaad
2834,Walal subiscreb isaar isoboqo,Neutral-Dhexdhexaad
2835,"Somaliyey qofka walalka ah Hormarkiisa haka hor istaagina Gabadha  wa walasheen ciwaankeda uso celiya plz 
allah uso celiyo ",Positive-Wanaag
2836,@samia abdi haa xaqa alle WA garsire wilka uso karsiyay aye Ku jisarty,Negative-Xumaan
2837,Wa run habo o ahay from djibouti ?ƒç??ƒç»,Positive-Wanaag
2838,@AMAL ABDULLAHI Dadka qaarkood waadaneyste,Negative-Xumaan
2839,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers Waa Codsi Wll 1k Wax yer Nooga Ndhiman Adiga Nagaasiinkaro Wll Qaliya,Neutral-Dhexdhexaad
2840,Illahey umaso cesho bastada jisarka badan ,Negative-Xumaan
2841,@Familchanaal Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subs,Neutral-Dhexdhexaad
2842,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers,Neutral-Dhexdhexaad
2843,Walal subiscreb isaar ilahey dartiis isoboqoda like,Neutral-Dhexdhexaad
2844,Haalaa jabsathooo daqan xumitha hadftooooo,Negative-Xumaan
2845,Marish maa laga jabasaday waa xnn waxaana urajeynaa soo labasho deg deg ah ck fmly hadaa nahay waa garab taaganahy,Positive-Wanaag
2846,Abaayo waan kuusaray guuleso,Positive-Wanaag
2847,Walal subiscreb isaar isoboqo,Neutral-Dhexdhexaad
2848,Ilaahay ha usoo celiyo asagaa caadilee way ciileen soomaali gabadhaa yar,Positive-Wanaag
2849,Maxa wll somalida wiil iyo gabadh jack ayey garab istgen madama ay uu arkay marish side uu hadleysey inay ahed jesjes weyn,Neutral-Dhexdhexaad
2850,Mac ay ku tagay,Negative-Xumaan
2851,Walal subiscreb isaar isoboqo like,Neutral-Dhexdhexaad
2852,Wllka qabiga wanagsan ck,Positive-Wanaag
2853,canada ?ƒç¿?ƒçª hada aado maqosli kari  hhhhhh,Neutral-Dhexdhexaad
2854,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers,Neutral-Dhexdhexaad
2855,Walal subiscreb isaar ilahey dartiis isoboqoda like,Neutral-Dhexdhexaad
2856,Like isra intaa iga danbeso mhd sand ,Neutral-Dhexdhexaad
2857,Am sorry wlhi wn ka xumaaday.,Positive-Wanaag
2858,Walal subiscreb isaar isoboqo i,Neutral-Dhexdhexaad
2859,Cumar doqon,Negative-Xumaan
2860,"No views isago ah ayan imid king ck I'm your family.
Guys wa idin salamay nabiga csw yaan comment iyo like lagu raadin thanks",Neutral-Dhexdhexaad
2861,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers Waa Codsi Wll 1k Wax yer Nooga Ndhiman Adiga Nagaasiinkaro Wll Qaliya,Neutral-Dhexdhexaad
2862,Qof walbo kibra wow jabaa ,Negative-Xumaan
2863,Jack halawediyo ,Neutral-Dhexdhexaad
2864,King ck adaa xaday chenelka maariish,Negative-Xumaan
2865,ck family like igudufta noh ,Neutral-Dhexdhexaad
2866,Allaah miraadkaaga hakuusahlo wll I soobooqo please ,Neutral-Dhexdhexaad
2867,Walal subiscreb isaar ilahey dartiis isoboqoda like sher fadlan,Neutral-Dhexdhexaad
2868,intaa kufarxsaan ismujiyaa,Neutral-Dhexdhexaad
2869,@Hanad Yare micnaha xasid tahy,Negative-Xumaan
2870,Wlhi wa ku farxay kkkk,Positive-Wanaag
2871,Maxa u geyey wilka maskiinka ah oo dacada u ahaa in ay ku raceysato marish walagu sugay,Negative-Xumaan
2872,Iyada kanada mxa geeyay ,Neutral-Dhexdhexaad
2873,@Hodan Ahmed adi waa daalan tahay marka waka ,Negative-Xumaan
2874,Wa runta kibirka mxa u geyay ,Negative-Xumaan
2875,Hadaa is kibriso wa nocaas ,Negative-Xumaan
2876,Inad kaxuntahay wa macqul,Negative-Xumaan
2877,"War lacagteeda geysaye 
Asxan mxa kibriyay dheh",Neutral-Dhexdhexaad
2878,King ck wan ku salamy ,Positive-Wanaag
2879,Walal subiscreb isaar,Neutral-Dhexdhexaad
2880,Hadaa nahay team jack macabsano ,Neutral-Dhexdhexaad
2881,@Kayf Mohamed markan kilibkas dawadoh waa naxaah siday isku ahaa yeen oo uu ugarab tagnaa io siday isku badashay oo ay u yastay ,Neutral-Dhexdhexaad
2882,@Binti Burco walaahi labadooda la qabiil maahi lkn si xun bay udhaqantay subxaanalah qofka laguma jees jeeso,Negative-Xumaan
2883,Lama jabsan ninkan waa bentiih ee barefad bay galisay dadkii baa cayayah bal in lagaa haroh bay ledahay wan ka xumahay waxa Ku dhacayah gabadhas waanah wax ay isku kentay,Negative-Xumaan
2884,Walal subiscreb isaar ilahey dartiis isoboqoda like sher,Neutral-Dhexdhexaad
2885,Marish adaa ku darsaday iney qosolka ka xanaqdo ,Negative-Xumaan
2886,@Saynab Abdulkadir Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers,Neutral-Dhexdhexaad
2887,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers,Neutral-Dhexdhexaad
2888,Walal subiscreb isaar ilahey dartiis isoboqoda like sher fadlan,Neutral-Dhexdhexaad
2889,Masuul waa ku salaamey,Neutral-Dhexdhexaad
2890,Walal subiscreb isaar isoboqo,Neutral-Dhexdhexaad
2891,Legend CK hanagu sodhisin ilmahan yar ,Negative-Xumaan
2892,@Abshiro Omaar Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers,Neutral-Dhexdhexaad
2893,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers,Neutral-Dhexdhexaad
2894,@Abshiro Omaar Manchester iyo Liverpool hade noqoto Manchester ah koox weyn oo taageero badan,Neutral-Dhexdhexaad
2895,@Nanay Nanay hhhhhhhh ku xumeyn le adan ku akry nh,Negative-Xumaan
2896,@Abshiro Omaar MArka Manchester united miya team Yar eh,Positive-Wanaag
2897,Livrpool wa team weyn hhhhhhhh madigaa,Positive-Wanaag
2898,Marish intaa ka badan halaga xishoodo waa mss canadee,Positive-Wanaag
2899,Qofka ugu horeyo dawado keep going ,Neutral-Dhexdhexaad
2900,Walal subiscreb isaar ilahey dartiis isoboqoda like sher,Neutral-Dhexdhexaad
2901,Inshallah inuu horay uguso laabto u rajaynaya walashen Marish ,Positive-Wanaag
2902,Walal subiscreb isaar ilahey dartiis isoboqoda like,Neutral-Dhexdhexaad
2903,ck pro anaa uhoreya pin ku qabo,Neutral-Dhexdhexaad
2904,Beenale oorad xamalo,Negative-Xumaan
2905,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribe,Neutral-Dhexdhexaad
2906,Walal subiscreb isaar ilahey dartiis isoboqoda like sher fadlan,Neutral-Dhexdhexaad
2907,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers,Neutral-Dhexdhexaad
2908,Qof lagu daydo waxa ugu qiimo weyn rasuulka Maxmed Scw ,Positive-Wanaag
2909,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribe,Positive-Wanaag
2910,Walal subiscreb isaar isoboqo like,Neutral-Dhexdhexaad
2911,Sike samara xas kaga miya kk,Neutral-Dhexdhexaad
2912,Fast yaa iga horeyo ,Neutral-Dhexdhexaad
2913,wlal qali fadlan wxa ka codsanaa Subscribe usarto Mhdsnd wlal,Neutral-Dhexdhexaad
2914,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers,Neutral-Dhexdhexaad
2915,Walal subiscreb isaar ilahey dartiis isoboqoda like sher fadlan,Neutral-Dhexdhexaad
2916,Walal subiscreb isaar ilahey dartiis isoboqoda like sher fadlan,Neutral-Dhexdhexaad
2917,Wll Qaliya Hadey  Macqulthy Sooboqo Ee Iidhe Subscribers Waa Codsi Wll 1k Wax yer Nooga Ndhiman Adiga Nagaasiinkaro Wll Qaliya,Neutral-Dhexdhexaad
2918,Walal subiscreb isaar ilahey dartiis isoboqoda like sher,Neutral-Dhexdhexaad
2919,Kinga ck masul sare ku xisaany,Positive-Wanaag
2920,Anaa jabsay mlha,Negative-Xumaan
2921,"Qofkii ugu fiicna ,ugu kherka badna ,ugu naxriista badna,ugu sharafta badna,ugu karamada badna ,uguna aqoonta fiicna intu rabbi abuuray waa nabi maxamed s.c.w ",Positive-Wanaag
2922,Sallalaahu Calayhi Wasallam,Positive-Wanaag
2923,Walalha subiscreb isaare ilahey dartiis isoboqoda like sher,Neutral-Dhexdhexaad
2924,KAN LA TARTAMAYNA ABTI LEED U TIHIIN,Neutral-Dhexdhexaad
2925,Ilhan omar soomaali ayay madaasha  inta kale xaafadine kee,Positive-Wanaag
2926,"War illahay kabaq
Qabiilka iskadaa 
Iyo waxaad isku lisayso
Akhiradaada utudho",Positive-Wanaag
2927,Kkk  somali waa somali  qabiil aad ku waa lataye,Negative-Xumaan
2928,Kkkkk alloow muxuu faan meelxun galay.  U ololee sida ilmaha LA isaga soo tuuro,Negative-Xumaan
2929,Kada hawiye karbashka,Neutral-Dhexdhexaad
2930,@Yaser Mohamed hawiye yaa ka qaxooti badan  gafe iyo liibiya kuwa soo tahriibo habeen iyo maalin waa Hawiye qaxooti hadii la dhaho Hawiye ayaa qaxooti la jir dilo oo la kufsado oo liibiya lagu jir dilo waa hawiye ogoow,Negative-Xumaan
2931,BiSmiLaahi Raxmaani Raxiim Marka Hore Rabiyoow Shurunshuurka Nagaduw Ishooda Aamiiiiiiiiiiiiiiiiiiiiiiin Yaa Raxmaan ILaahayoow Cadowga Daarood Cadowgiisa Ubixi oo CiiL Io Cadho UdiL Aamiiiiiiiiiiiiiiiiiiiiiiiiiiiiiin Yaa Rabi Wixii Xunoodhan Daarood Ismaaciil Jabarti Abdiraxmaan KadeyR Aamiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiin Yaaa Allaah,Positive-Wanaag
2932,"War Kabtan Ayuuboow Dee Marka Hore Guull,Maansha Allaah, Isha Qumayadu Kadeyran XiLdhibaanada All Daaroodiyah  MeeLey Joogaan Daaroodku Ha,Guulleystaan Dhamaan Yar Io Weynba Qoomiyada All Daaroodiyah IsmaaciiLiyah Jibartiyah Abdiraxmaaniyah Ibnu Binuhaashim Binumudalim All Qureeshiyah Daarood Soomaali?ƒç??ƒç?",Positive-Wanaag
2933,War xanuun weeye walee waa bah DiL caaDiya,Negative-Xumaan
2934,Sobobtoa ayoub qaxotika USA inakaa darood ayaaa ubadaan,Neutral-Dhexdhexaad
2935,maxishoode,Negative-Xumaan
2936,Saqran gesdir jahil 7xildaban hakuwaseno,Negative-Xumaan
2937,"Dadka ha isku dirin shaydaanyohow
Awalbay Soomaali is haysteen e",Negative-Xumaan
2938,Wan ku tageera fadlan qabyalada iskada haddii kale caafidkaada ayaa kagaran,Positive-Wanaag
2939,Kabtan ma anagaa qaxooti ah wadankeena ayan joognaa qoxootinimada isaga soo laabta somali way heshiisee,Positive-Wanaag
2940,Kkkkkk caku kan iyo qabiil,Negative-Xumaan
2941,Wax walba qabiil laga dhigay,Negative-Xumaan
2942,America Waan Kunoolahay Meeshaan Darood Siiba Harti Baakataliya. Hawiye Iyo Isaaq Iyo Soomaalidda Kaleba Waa Afar Xabboo Anaga Naddaba Socdda. Mennisota Waliba Mj Baa Kuxoogbaddan Oo Kataliya. Xamar Unukaa Iskaleh Beey Dhaheen. Anagana America Unukaa Iskaleh. Maxaa La Iskaqaaddin lol.,Negative-Xumaan
2943,"Waxaad sameysaan ayaan la sameyn karin. Heestii la idiin qaaday miyaaad hadda u wareejisay, hessta waxA qaaday khadra daahir Alle yaraxma. Cudurkaa gala fardaha haddii laga gubay dameet, miyaanad ogeyn , haddaba baro.",Negative-Xumaan
2944,Wiilku waa landheere cod buna kuharay adeer,Positive-Wanaag
2945,Qabiil kuqaad ayuub angoo mj ah waxaa  marabo,Negative-Xumaan
2946,Balo ku CaYaadhaY ,Negative-Xumaan
2947,Ilhaan waa tii qaniisyada codka karaadisay talo madaaroodku qaniisyadaa ku badan,Negative-Xumaan
2948,"waa yaab unukaa leh waa erey xun oo xamar qurxiyey ee reer minesotta halaga tellaalo inuu ereygaas 
uu isticmaalo qof danbe oo soomaali ah meeshuu rabo carro edeg haka joogee.
lakin awey kuwii dir la oran jirey?",Negative-Xumaan
2949,War arinku qabiil ma aha. Waxan idinku dhaaranayaa aniga oo warsangeli hooyaday oo ah majeerten iyo walaashay wiilkaa hawiye bay  codeeyeen. Welibana aniga Ina adeerkay isaga ayuu u ahaa volunteer oo dadka aan baabuurta haysan ayuu qaadqaadayey si Ay ugu codeeyaan wiilka as. Markaa ayuubow ha ka deyin irsaaqad meel xun oo been ha sheegin,Positive-Wanaag
2950,Sababta waxay ku tuseesaa inuu daarood qaxooti yahay hawiyaha dalkiisii joogo oodhisanayo .,Negative-Xumaan
2951,Ninyohow maad hawiye iskadeesid  up qabyaalada nagadaa.,Positive-Wanaag
2952,Subxaana ALLAAH doorasho iyo qabiil maxaakadhaxeeya badownimada dhulka kalafariista  qof walba codkiisa ciduu dantiisa ka arkayuu siinaya  dhulkii doorashadu kashaqeyneysaaa  timide laqabso meesha mailoodey maaha ?,Negative-Xumaan
2953,"Kabtan Ayuub
Ma ogtahay halhayska Minneapolis in ay tahay [MINNEAPOLIS WAA MAJEERTEEN IYO MEXICAN]",Neutral-Dhexdhexaad
2954,Kkkkkkkkkkkkkkkkkk Istaqfulahi war walhi kan waa nin,Neutral-Dhexdhexaad
2955,Sarqaan anaga hawiya ah siilkeena kuma baramoosno ilaahay iyo nabi muxamedna scw macayno khaniiseena ma ihin waana xishoonaa....,Negative-Xumaan
2956,Waayaabey  muxuu dhahay inuu meel kor kabilaawo ma aheen  meesha qashinka soomaalida kama shaqeeyaan  Yarrka in loo codeeyo aheyd hawiyaha dhibka kaliye ay qabaan waxaa waaye  hadii loo codeeyo waxey Lee yihiin minnesota unukaa leh ayey dhahayaan,Negative-Xumaan
2957,hawiye kuwii dalka xil dhibaan ka ahaa ayaaba tuugo maaro looga waayee yaa mareykan kuwaas kudarayo,Negative-Xumaan
2958,yaahuu.7badoda.sagar usodabe.kuqurami,Neutral-Dhexdhexaad
2959,Waar daarood daayer xishooda waxa kan lagu ma faanee agaha,Negative-Xumaan
2960,Dadkaa kugu maamulaa quruxey,Negative-Xumaan
2961,war daroodka xasisana ,Negative-Xumaan
2962,Sarqaan gees diir ,Negative-Xumaan
2963,"Kan qabiil boo ku waashay, war doqonyahoow dhalinyaradaan qurbaha ku koreen adi cml maa umaleesaa, Hawiye iyo Daarood kalama jeclo somalinimo kabadan.",Negative-Xumaan
2964,Kabtanow waa waalatay laguma daawan karo beryahan dambe waayo qabyaalad baa ku waashay. Mar mar rag iska celin waa sax lakiin sadan watii uu ILAHAY nacladay ma wanaagsana marka cudurka iska yaray qabyaaladi waatii soomsali caalamka ka reebtay. Kansarkaas naragaadiyey loo baahna. Jiilalka soo socdana inay saameyso ha ka qay qaadan. In wax lagu sheego waa xaq. Saxiibka oo nin yar ah (booska) isana wuxu hogaanka u hayaa dhicii kale. War waxa baraarujin iyo wanaag ka dhiga lakiin qabyaaladan waati dambiga ahayd.  Maryooley ismadhaanto waa isku mid bal fiiri somaliland maanta.,Negative-Xumaan
2965,Ayuubow nacalaa shaydaan kuyaal umada kadaa shaydaanimada,Negative-Xumaan
2966,Lacagtii xaganay gashay,Negative-Xumaan
2967,"#Darood iyo #Hawiye iyo #isaaq iyo dhamaan qabiilada #Somaliyed wa kuwa gaajo iyo oon ugu dhimanaya #Somaliya ee bal laa,dheerinimada aan gaajada kaga baxno",Positive-Wanaag
2968,Naceybkii ka dhasha hadalkaaga aakhira adiga ayaa lagu weydiinayaa daarood jannada ku gal adiga,Positive-Wanaag
2969,Daarood heshiisa dunida heshii la'ah,Neutral-Dhexdhexaad
2970,Hee waa qaxooti,Negative-Xumaan
2971,"Qabyaaladdu cancer 100%.
Qofka ma ahan in Qabiil lagu taageero, waa in shaqsiyadda qofka, Aqoontiisa, Damiirkiisa Soomaalinimo.",Positive-Wanaag
2972,USA ban usoo socdaa majeertenow halaydiyaariyo madaxweynaha maraykanka,Neutral-Dhexdhexaad
2973,Waa qabyaalad oo qof ah.,Negative-Xumaan
2974,"Kala fariiso qabyada umada xoolayahow, noo dhig magaca,daarood iyo hawiya waa walaalo somali weeye, hadii majeerten madaxweyne iyo rasalwasare, noqon wayeen ma shatadigi daarood baad la soo baxday mantana ma soconaysaa,hawiye waa walaalahayo,majeerten afkooda ku hadal daarood afkooda kuma hadli kartid,",Negative-Xumaan
2975,"@somali eye officiall xiligi faanka miyaa la gaaray,majeerten waa faanka daarood.",Neutral-Dhexdhexaad
2976,Magaca daarood isgaaba iska leh,Neutral-Dhexdhexaad
2977,Adeer wax ma kuu sheegaa daarood ha kudaba dhuumane majeerteen dheh jaahil yahow,Negative-Xumaan
2978,"Daaroodka qurbaha iyagaa hawiye ugu badan sababtuna waa markii uu dagaalkii sokeeye somalia ka dhacay reerkii ugu badnaa ee qaxay daarood bay ahaayeen waa taariikh qoran oo la wada yaqaan, dhinnaca kale madaxda dalka somalia Soo martay waa 10 nin, 6 waa hawiye 4 waa daarood mana sheeg-sheegno oo idiin kuguma faanno haddaan hawiye nahay.",Neutral-Dhexdhexaad
2979,Darood  waa  gaalo  raac  hawiye  waa  ka xishooda in  uu  gaalo  eyeha  u qaado  iyo  qamriga  aduguna  sheydan  ayuub  aad ku fAnaysa waxayna kulatay waxweyn,Negative-Xumaan
2980,Kani wasaqid said dhalay,Negative-Xumaan
2981,Waxaad  kufanaysa darood ayaa kugulaytay menisoto  hawiye wadanki  ayuu  jooga  oo  horay  darood uu  uga soo  cayriyey  marka wadooyinka  maraykanka xaaqa    oo khashinka  ka qaada,Negative-Xumaan
2982,Xiishood eedo kabaq illaah,Positive-Wanaag
2983,Nio captain ayuup legend baa tahay wlhy,Positive-Wanaag
2984,Daarodow qaxoootiga s??da u dhaaama kulahaaa ,Neutral-Dhexdhexaad
2985,Wiilkii saaasaaa looo fiiirshay yuuu yahaaaa ladhahay kulahaa ,Neutral-Dhexdhexaad
2986,Wiilow adiga boss balwan calasow iyo kuwa kaloo badan somalida waxaad ka dhaxwadaan joojiya. Burburkii Somalia ayaad so indhaqadeen dadka somalida sey ahaan jireen waxaba kama takhaniin adab yeesha umadaan In leys ku socasho ka shaqeeyaa.ama afkiina xarta saas lacag looma raadshee.,Negative-Xumaan
2987,Yaayaa xataa Qabiilkii ma waxa ka bilwdeen Minneapolis,Neutral-Dhexdhexaad
2988,Siyaasiyiinta maraykanku inuu found gareeya haku dagaalaman kursiga xamarna  aan ku darsanee abgaal laga fujin waaye ,Negative-Xumaan
2989,Somali waa wada walaal Amarica way wada daganyahiin ee dadka ha isku dirin dadkaas wax hoose iyo Hawiye ama  Daarood isaguma codeeyaan kuwa soo baxay alle haku asturo xilka calaf baa u galaye isna wax ka khayr badan buu helayaa.,Positive-Wanaag
2990,Yaan beenta inta le eg,Negative-Xumaan
2991,Dadkaad iskudiraa waligaa,Negative-Xumaan
2992,Daroodnimo haday cid meel gaadhsiinayso dhulbahante gaadhsiin lahayd majeerteen waa cadka xunee somali ku jira habar gidir  waa geesi garabwayey Inshalah waqtigooda waa imaan majeerteen gala leef leef umada alaha ka qabto,Negative-Xumaan
2993,War ilahay kaba gaaladu hawiye iyo daarod makala garanaaye yaahu qabiilbaa ku biyadhigaye,Positive-Wanaag
2994,Hawiye Qaxooti uma badna miyaa,Neutral-Dhexdhexaad
2995,Qabiil ka hadal maahee wax kale maheysaa waryaa edeb yeelo oo joogi somalida aad isku direysid isku sheex aniga daaroodna waa i dhaley hawiyana waa i dhaley,Positive-Wanaag
2996,@Abdallah Adam kkkkk awoowe baad II tahey dadku waa walaalo aan fahamno   walaalti niemand iyo xushnimadda,Positive-Wanaag
2997,Kuwaan abtiga unahay maa tahay,Neutral-Dhexdhexaad
2998,Kabtan umada hanagu dirin lpx hawiye wa hatidene ,Neutral-Dhexdhexaad
2999,Wa sheeko cajiib ah shiib iska dhah midas waxay tahay foolxumo magac darood weya ku cayaren mida xamar o kle wa ceeb ya ilaahey adiga awoda iska leh,Positive-Wanaag
3000,"Ayuub adeer qabiilka iska daa, Soomaali waa Soomaali",Positive-Wanaag
3001,Arinkaa waad ku degdegtay waxaadna ku dayetay hawiye iyagaa edeb darada uga deyatay iyagaa qabiil ku hadlay shame on you,Negative-Xumaan
3002,Nin hawiyaa ayaa layiri layiri naga reeba faan meey noqotay doqoneey dabkaa ba,Negative-Xumaan
3003,"Guul iyo gobanimo 
Jamaahiirta Darood",Positive-Wanaag
3004,Ina adeerow ilmadowda armey isha kula helan,Negative-Xumaan
3005,Nio soomaali waa Soomali NO MORE QABIIL ,Positive-Wanaag
3006,Nacas baad tahay,Negative-Xumaan
3007,Waxaa rabtaa in daarood laguucaayo adoo ah reer aadan sagaaro gaad maxaa kaagalay hawiye iyo daarood midgaan aatahay dabato,Negative-Xumaan
3008,Kabtanka dhib badanaa,Neutral-Dhexdhexaad
3009,Soomaali waxma kala aha,Positive-Wanaag
3010,"Hawiye qaxooti maahan. Utanga iyo Dhadhaab kuma jiraan, ee dalkooda hooyo ku dikriyaan, raali ahow Ayuub",Positive-Wanaag
3011,unuka leh kulaha waar mesha qabiil ma codeeye somali oodhan ayaa u codeeyay,Positive-Wanaag
3012,Hhhhh unukaa leh muqdisho lee ha ahaato,Neutral-Dhexdhexaad
3013,Adi iyo Dahir Alasow iyo shiine culay iyo Abdikadir boss sun ba tihiin oo caada qaatayaal ah umada somalida cancer ku dhex jiro ayaa tihiin oo ilaah aan ka cabsan,Negative-Xumaan
3014,"Congerrs USA = majeerten
Waziir Canada = majerten 
Maxkameda aduunka = dhulbahante 
Biden wiilku magaceby= ogadeen
Xoghayaha Los Angeles faysel = geri koombe 
Gabadha ugu tajirsan somali = dhulbahante",Neutral-Dhexdhexaad
3015,@kun maxan kawarama dhulbahante iyo warsangali bas ah ba kabdn only daroodka kle iskada dhul haday noqote iyo ,Negative-Xumaan
