title,company,location,posted,url
"Database Administrator for National Identification and Registration Authority (NIRA) (Individual Consultant), Mogadishu, Somalia",Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," December 10, 2023",https://qaranjobs.com/job/database-administrator-for-national-identification-and-registration-authority-nira-individual-consultant-mogadishu-somalia/
"Full Stack Developers for National Identification and Registration Authority (NIRA) (Individual Consultant), Mogadishu, Somalia",Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," December 9, 2023",https://qaranjobs.com/job/full-stack-developers-for-national-identification-and-registration-authority-nira-individual-consultant-mogadishu-somalia/
"Network Engineer for National Identification and Registration Authority (NIRA) (Individual Consultant), Mogadishu, Somalia",Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," December 9, 2023",https://qaranjobs.com/job/network-engineer-for-national-identification-and-registration-authority-nira-individual-consultant-mogadishu-somalia/
"Administration Officer, Dadaab, Kenya",Norwegian Refugee Council (NRC) ,"Dadaab, Kenya"," December 9, 2023",https://qaranjobs.com/job/administration-officer-dadaab-kenya/
"Monitoring, Evaluation, Accountability and Learning Officer, Beledweyne, Somalia",Danish Refugee Council (DRC) ,"Beledweyne, Somalia"," December 7, 2023",https://qaranjobs.com/job/monitoring-evaluation-accountability-and-learning-officer-beledweyne-somalia/
Jobs at WeltHungerHilfe (WHH) Somalia (4 Positions): Somali Jobs: Apply Now,WeltHungerHilfe (WHH) ,Somalia," December 7, 2023",https://qaranjobs.com/?post_type=job_listing&p=29065
"Emergency Medical Expert, Jowhar, Hirshabele State of Somalia",International Organization for Migration (IOM) ,"Jowhar, Hirshabele State of Somalia"," December 7, 2023",https://qaranjobs.com/job/emergency-medical-expert-jowhar-hirshabele-state-of-somalia-2/
"Senior Public Health Advisor, Mogadishu, Somalia",International Organization for Migration (IOM) ,"Mogadishu, Somalia"," December 7, 2023",https://qaranjobs.com/job/senior-public-health-advisor-mogadishu-somalia-2/
"Technical Advisor (National Health Professionals Council), Somalia",International Organization for Migration (IOM) ,Somalia," December 7, 2023",https://qaranjobs.com/job/technical-advisor-national-health-professionals-council-somalia/
Construction Works of MHAC and Accommodation for IOM Somalia,International Organization for Migration (IOM) ,Somalia," December 7, 2023",https://qaranjobs.com/job/construction-works-of-mhac-and-accommodation-for-iom-somalia/
"SPECIAL ASSISTANT, POLITICAL AFFAIRS, Mogadishu, Somalia",United Nations Assistance Mission in Somalia (UNSOM) ,"Mogadishu, Somalia"," December 7, 2023",https://qaranjobs.com/job/special-assistant-political-affairs-mogadishu-somalia-4/
"Somali jobs expiring tomorrow (Friday, December 8, 2023)","Humanity & Inclusion (HI), WFP, UNV ",Multiple Locations," December 7, 2023",https://qaranjobs.com/?post_type=job_listing&p=29056
"Request for Bids (RFB) for the Supply, Installation, Commissioning of Data Centre for Ministry of Communications and Technology",Federal Government of Somalia (FGS) ,Somalia," December 7, 2023",https://qaranjobs.com/job/request-for-bids-rfb-for-the-supply-installation-commissioning-of-data-centre-for-ministry-of-communications-and-technology/
"Community Health Officer, Gedo, Somalia",Trócaire ,"Gedo, Somalia"," December 7, 2023",https://qaranjobs.com/job/community-health-officer-gedo-somalia-2/
"CONSULTANCY FOR PROJECT AUDIT K-SOM-2021-4070, Mogadishu, Somalia",Diakonie Katastrophenhilfe ,"Mogadishu, Somalia"," December 7, 2023",https://qaranjobs.com/job/consultancy-for-project-audit-k-som-2021-4070-mogadishu-somalia/
"A consultant to conduct training to teachers and CEC members on Psychosocial support, social emotional learning, and gender-based violence, Somalia",Adventist Development and Relief Agency International (ADRA) ,Somalia," December 7, 2023",https://qaranjobs.com/job/a-consultant-to-conduct-training-to-teachers-and-cec-members-on-psychosocial-support-social-emotional-learning-and-gender-based-violence-somalia/
Country Project Development Officer ,Agency for Technical Cooperation and Development (ACTED) ,"Mogadishu, Somalia"," December 7, 2023",https://qaranjobs.com/job/country-project-development-officer-mogadishu-somalia-4/
"Area Coordinator, Hargeisa, Somaliland",Agency for Technical Cooperation and Development (ACTED) ,Somalia," December 7, 2023",https://qaranjobs.com/job/area-coordinator-hargeisa-somaliland-3/
Jobs at Agency for Technical Cooperation and Development (ACTED) Somalia (4 Positions) ,Agency for Technical Cooperation and Development (ACTED) ,Somalia," December 6, 2023",https://qaranjobs.com/?post_type=job_listing&p=29043
"Assistant Durable Solutions Officer, Dadaab, Kenya",United Nations High Commissioner for Refugees (UNHCR) ,"Dadaab, Kenya"," December 6, 2023",https://qaranjobs.com/job/assistant-durable-solutions-officer-dadaab-kenya/
"Shelter Associate, Dadaab",United Nations High Commissioner for Refugees (UNHCR) ,"Dadaab, Kenya"," December 6, 2023",https://qaranjobs.com/job/shelter-associate-dadaab/
"Senior Program Assistant, Bosaso, Somalia",Committed To Good (CTG) ,"Bosaso, Somalia"," December 6, 2023",https://qaranjobs.com/job/senior-program-assistant-bosaso-somalia/
"Assistant Program Manager, Jigjiga, Somali Regional State",Concern Worldwide ,"Jigjiga, Somali Regional State"," December 6, 2023",https://qaranjobs.com/job/assistant-program-manager-jigjiga-somali-regional-state/
"Programme Manager, Jigjiga, Somali Regional State",Concern Worldwide ,"Jigjiga, Somali Regional State"," December 6, 2023",https://qaranjobs.com/job/programme-manager-jigjiga-somali-regional-state/
"Somali jobs expiring tomorrow (Thursday, December 7, 2023)",FAO & UNDP ,Somalia," December 6, 2023",https://qaranjobs.com/job/somali-jobs-expiring-tomorrow-thursday-december-7-2023/
"Program Support Specialist (SC8), Somalia",Food and Agriculture Organization of the United Nations (FAO) ,Somalia," December 6, 2023",https://qaranjobs.com/job/program-support-specialist-sc8-somalia/
"General Manager, Kabribeya town, Somali Regional State",Kabribeya Water Utility- UNICEF WASH-Jigjiga ,"Kabribeya town, Somali Regional State"," December 6, 2023",https://qaranjobs.com/job/general-manager-kabribeya-town-somali-regional-state/
General Manager ,Kabribeya Water Utility- UNICEF WASH-Jigjiga ,Somali Regional State," December 6, 2023",https://qaranjobs.com/job/general-manager-awbare-woreda-somali-regional-state/
"Executive Associate, Mogadishu, Somalia",United Nations Development Programme (UNDP) ,"Mogadishu, Somalia"," December 6, 2023",https://qaranjobs.com/job/executive-associate-mogadishu-somalia-2/
"ENGINEER, MOGADISHU, SOMALIA",United Nations Support Office in Somalia (UNSOS) ,"Mogadishu, Somalia"," December 6, 2023",https://qaranjobs.com/job/engineer-mogadishu-somalia-8/
"Medical Officer, Mogadishu, Somalia",World Health Organization (WHO) ,"Mogadishu, Somalia"," December 6, 2023",https://qaranjobs.com/job/medical-officer-mogadishu-somalia-6/
Programme Management Office ,United Nations Office for Project Services (UNOPS) ,"Mogadishu, Somalia"," December 6, 2023",https://qaranjobs.com/job/programme-management-office-analyst-mogadishu-somalia/
"Summary of Somali job opportunities and Somali tenders/contracts published today on Qaranjobs: Somali Jobs (Tuesday, December 5, 2023)",QaranJobs - Somali Jobs ,Multiple Locations," December 5, 2023",https://qaranjobs.com/?post_type=job_listing&p=29024
"Human Resource Intern, Mogadishu, Somalia",Human Appeal ,"Mogadishu, Somalia"," December 5, 2023",https://qaranjobs.com/job/human-resource-intern-mogadishu-somalia/
"Finance Intern, Mogadishu, Somalia",Human Appeal ,"Mogadishu, Somalia"," December 5, 2023",https://qaranjobs.com/job/finance-intern-mogadishu-somalia-3/
"Logistics and Admin Intern, Mogadishu, Somalia",Human Appeal ,"Mogadishu, Somalia"," December 5, 2023",https://qaranjobs.com/job/logistics-and-admin-intern-mogadishu-somalia/
"Business Skills Training Officer, Burao",WeltHungerHilfe (WHH) ,Burao," December 5, 2023",https://qaranjobs.com/job/business-skills-training-officer-burao/
Bid for FRAMEWORK AGREEMENT FOR OFFICE  STATIONERY IN SOMALILAND,International Development Law Organization (IDLO) ,Somaliland," December 5, 2023",https://qaranjobs.com/?post_type=job_listing&p=29017
"Vehicle Hire Tender, Baidoa, Somalia",Wadajir Rural Development Organization (WARDO) ,"Baidoa, Somalia"," December 5, 2023",https://qaranjobs.com/?post_type=job_listing&p=29363
"Career Opportunities in Administration, Somalia at the World Food Programme (WFP): Somali Jobs (3 Positions)",World Food Programme (WFP) ,Somalia," December 5, 2023",https://qaranjobs.com/?post_type=job_listing&p=29014
Program Interns CP & CRG (2 Positions) ,Save the Children ,"Mogadishu, Somalia"," December 5, 2023",https://qaranjobs.com/job/program-interns-cp-crg-2-positions-open-to-somali-nationals-only-mogadishu-somalia-2/
VACANCY ANNOUNCEMENT: PROJECT OFFICER ,European Union (EU) ,Somalia," December 5, 2023",https://qaranjobs.com/job/vacancy-announcement-project-officer-rule-of-law-and-security-somalia/
"Community Monitor (4 Positions), Baidoa, Wajid, Burhakaba, Mogadishu, Somalia",ANPPCANSOM ,"Baidoa, Wajid, Burhakaba, Mogadishu, Somalia"," December 5, 2023",https://qaranjobs.com/job/community-monitor-4-positions-baidoa-wajid-burhakaba-mogadishu-somalia/
"Monitoring and Evaluation (M&E) Assistant, Baidoa/Hudur, Somalia",ANPPCANSOM ,"Baidoa/Hudur, Somalia"," December 5, 2023",https://qaranjobs.com/job/monitoring-and-evaluation-me-assistant-baidoa-hudur-somalia/
"Community Engagement Assistant, Baidoa / Hudur, Somalia",ANPPCANSOM ,"Baidoa/Hudur, Somalia"," December 5, 2023",https://qaranjobs.com/job/community-engagement-assistant-baidoa-hudur-somalia/
"Finance Assistant, Baidoa/Hudur, Somalia",ANPPCANSOM ,"Baidoa/Hudur, Somalia"," December 5, 2023",https://qaranjobs.com/job/finance-assistant-baidoa-hudur-somalia/
Re-advertisement: Programme Policy Officer ,World Food Programme (WFP) ,"Mogadishu, Somalia"," December 5, 2023",https://qaranjobs.com/job/re-advertisement-programme-policy-officer-resilience-coordinator-consultant-ii-mogadishu-somalia/
"Administration Associate Asset Management G6, Somalia",World Food Programme (WFP) ,Somalia," December 5, 2023",https://qaranjobs.com/job/administration-associate-asset-management-g6-somalia/
"Administration Associate Travel Management G6, Mogadishu, Somalia",World Food Programme (WFP) ,"Mogadishu, Somalia"," December 5, 2023",https://qaranjobs.com/job/administration-associate-travel-management-g6-mogadishu-somalia-2/
"Administration Associate (Protocol) G6, Mogadishu, Somalia",World Food Programme (WFP) ,"Mogadishu, Somalia"," December 5, 2023",https://qaranjobs.com/job/administration-associate-protocol-g6-mogadishu-somalia-2/
"TERMS OF REFERENCE FOR PROJECT AUDIT, Galkacayo, Somalia",Diakonie Katastrophenhilfe (DKH) ,"Galkacayo, Somalia"," December 5, 2023",https://qaranjobs.com/job/terms-of-reference-for-project-audit-galkacayo-somalia/
"Community Monitor (1 Position), Somaliland",DARs ,Somaliland," December 5, 2023",https://qaranjobs.com/job/community-monitor-1-position-somaliland/
"Summary of Somali job opportunities and Somali tenders/contracts published today on Qaranjobs: Somali Jobs (Monday, December 4, 2023)",QaranJobs - Somali Jobs ,Multiple Locations," December 4, 2023",https://qaranjobs.com/job/summary-of-somali-job-opportunities-and-somali-tenders-contracts-published-today-on-qaranjobs-somali-jobs-monday-december-4-2023/
"Water Quality Monitor (6 Positions), Baidoa, Southwest state of Somalia",Wadajir Rural Development Organization (WARDO) ,"Baidoa, Southwest state of Somalia"," December 4, 2023",https://qaranjobs.com/job/water-quality-monitor-6-positions-baidoa-southwest-state-of-somalia/
"Water Quality Supervisor, Baidoa, Southwest state of Somalia",Wadajir Rural Development Organization (WARDO) ,"Baidoa, Southwest state of Somalia"," December 4, 2023",https://qaranjobs.com/job/water-quality-supervisor-baidoa-southwest-state-of-somalia/
"Hygiene Promotion Supervisor (2 Positions), Baidoa, Southwest State of Somalia",Wadajir Rural Development Organization (WARDO) ,"Baidoa, Somalia"," December 4, 2023",https://qaranjobs.com/job/hygiene-promotion-supervisor-2-positions-baidoa-southwest-state-of-somalia/
Program Interns CP & CRG (2 Positions) ,Save the Children ,"Mogadishu, Somalia"," December 4, 2023",https://qaranjobs.com/job/program-interns-cp-crg-2-positions-open-to-somali-nationals-only-mogadishu-somalia/
"Somali jobs expiring today (Monday, December 4, 2023) (5 positions); apply soon.","Various Organizations (CTG, CARE, IOM) ",Somalia," December 4, 2023",https://qaranjobs.com/?post_type=job_listing&p=28984
MEAL Officer ,Oxfam Novib ,"Mogadishu, Somalia"," December 4, 2023",https://qaranjobs.com/job/meal-officer-mogadishu-somalia-7/
"MEAL Assistant, Hargeisa",Oxfam Novib ,Hargeisa," December 4, 2023",https://qaranjobs.com/job/meal-assistant-hargeisa-2/
"Field Security Coordination Officer, Hargeisa",United Nations Department of Safety and Security (UNDSS) ,Hargeisa," December 4, 2023",https://qaranjobs.com/job/field-security-coordination-officer-hargeisa/
"Environmental Safeguarding Consultant, Mogadishu, Somalia",World Health Organization (WHO) ,"Mogadishu, Somalia"," December 4, 2023",https://qaranjobs.com/job/environmental-safeguarding-consultant-mogadishu-somalia/
"National Consultant on Women Peace and Protection, Mogadishu, Somalia",United Nations Development Programme (UNDP) ,"Mogadishu, Somalia"," December 4, 2023",https://qaranjobs.com/job/national-consultant-on-women-peace-and-protection-mogadishu-somalia/
"Monitoring and Reporting Consultant, Mogadishu, Somalia",United Nations Development Programme (UNDP) ,"Mogadishu, Somalia"," December 4, 2023",https://qaranjobs.com/job/monitoring-and-reporting-consultant-mogadishu-somalia/
"Delegate, Security, Somalia",International Federation of Red Cross and Red Crescent Societies (IFRC) ,Somalia," December 3, 2023",https://qaranjobs.com/job/delegate-security-somalia/
"WASH Programme Manager, Garowe, Somalia",Save the Children ,"Garowe, Somalia"," December 3, 2023",https://qaranjobs.com/job/wash-programme-manager-garowe-somalia/
Macalin dhigi kara maadooyinka Math & Physics ,MASST School ,"Mogadishu, Somalia"," December 3, 2023",https://qaranjobs.com/job/macalin-dhigi-kara-maadooyinka-math-physics-mogadishu-somalia/
"Research Officer, Hargeisa",Consilient ,Hargeisa," December 3, 2023",https://qaranjobs.com/job/research-officer-hargeisa-7/
"Area Coordinator, Hargeisa",Agency for Technical Cooperation and Development (ACTED) ,Hargeisa," December 3, 2023",https://qaranjobs.com/job/area-coordinator-hargeisa-2/
"MEAL Assistants (2 positions), Diinsoor and Hudur, Somalia",Agency for Technical Cooperation and Development (ACTED) ,"Diinsoor and Hudur, Somalia"," December 3, 2023",https://qaranjobs.com/job/meal-assistants-2-positions-diinsoor-and-hudur-somalia/
"MEAL Database Officer, Kismayo, Somalia",Agency for Technical Cooperation and Development (ACTED) ,"Kismayo, Somalia"," December 3, 2023",https://qaranjobs.com/job/meal-database-officer-kismayo-somalia/
"Project Officer, Baidoa/Berdale, Somalia",Agency for Technical Cooperation and Development (ACTED) ,"Baidoa/Berdale, Somalia"," December 3, 2023",https://qaranjobs.com/job/project-officer-baidoa-berdale-somalia/
"Project officer Food Security & Livelihoods, Baidoa, Somalia",Agency for Technical Cooperation and Development (ACTED) ,"Baidoa, Somalia"," December 3, 2023",https://qaranjobs.com/job/project-officer-food-security-livelihoods-baidoa-somalia/
"Project Officer, Kismayo, Somalia",Agency for Technical Cooperation and Development (ACTED) ,"Kismayo, Somalia"," December 3, 2023",https://qaranjobs.com/job/project-officer-kismayo-somalia-3/
