Qoraalka,Label,Qeybta
Waxa jirta aayad quraan oo ku jirta surah Anfal taas o fasiraadeeda tahay Eebe wuxu idin siin doona mid ka kheyr badan wixii la idinka qaaday Maxaad la murug san tahay miyuuna kugu fileen balan qaadka rabigaa,1,Positive-Wanaag
Salaadaha shanta ah Jimcada ilaa Jimcada kale soon qaad ilaa soon qaadka kale danbiyada waalagu dhaafaa inta dhaxayso marka laga reebo kuwa waa weyn,1,Positive-Wanaag
yaasminaaa Siiba kuwi qaadka You know they don t stop even if they hit someone they take the Qaad first and return later Daamnnnn,1,Positive-Wanaag
Yuusuf Salax x y malintaan ku soo saray ninka farxiya ma xasusty inuu yahay cidan barkhad batuun,1,Positive-Wanaag
Hambalyo,1,Positive-Wanaag
Kenya wuxuu tagay Ganacsiga qaadka oo uu isagu share ka ugu badan leeyahay waxaana kusoo dhaweeyay wasiirka Miiraga Tanzania na wuxuu tagay arimo ganacsi oo isaga ugaara waxaana soo dhaweeyay wasiirka Ganacsiga Madaxwayne qaran Mise ganacsade qaran,1,Positive-Wanaag
Am u00ed u00edr B u00f3 u00fch Ada U hadhey sow ma ah,1,Positive-Wanaag
Waxaa aan aaad soo dhawaynaynaa ballan qaadka Amal Bank ee ah in ay maal gelin iyo taageeris fidiso dumar weynaha somaliland waxaa aan ka codsanaynaa bangiga Amal in ay tix gelin gaar ah siiso x LaunchAmalBank,1,Positive-Wanaag
Soomaliya oo markale quus goysay ganacsatada Qaadka Kenya iyo war cusub oo ay kasoo saartay Qaadka,1,Positive-Wanaag
Funny story Qiso Qaadka ku saabsan Sheekh Mustafe Xaaji Ismail Harun,1,Positive-Wanaag
Ha dhamaado takoorku,1,Positive-Wanaag
Latalaabso cidii uqalanta lajaan qaadka noloshaada kana maaran cidii fahmi weyda qimahaaga,1,Positive-Wanaag
Mashlaaaah ud83e udd70 hanballyo ud83e udd70 hanballyo ud83e udd70 nWaan slamay xil barkhad iyo boqorkaba,1,Positive-Wanaag
Nice try but my phone already has a number,1,Positive-Wanaag
Hambalyo once again,1,Positive-Wanaag
Wiilka magtiisa qaata,1,Positive-Wanaag
Alle ha isku barakeeyo awlaad khayr qabtana hakala siiyo nWaa run waa in cudurkaa laga takhaluso,1,Positive-Wanaag
Xilibaan Lugtii Balastarkii ma ka furty ud83d ude01 u270b,1,Positive-Wanaag
Farmajo waa daacad walaalkiis ayuu uxiray Qaadka jaadka hareeriga Ethopia in uu Somaliya keeno Farmajo waa wadani Kenya ayuu Ethopia ka jeclaaday Markii hore hishii ayuu TPLF lagalay Qalbi dhagax ayuu udhiibay Iyaguna waxey afduubeen SWS iyo Galmudug state Kaligiis wadani,1,Positive-Wanaag
Qarax ayaa maanta ka dhacay goob ay dadku ku badanyihiin oo ku taalla Suuq lagu iibiyo xoolaha iyo qaadka oo ku yaalla magaalada Baled Xaawo ee gobolka Gedo Maamulka degmada ayaa xaqiijiyay dhimashada 6 qof oo shacab ah iyo dhawaaca 8 ruux oo kale,1,Positive-Wanaag
Guddoomiyaha Cusub ee Degmada Agabbar oo Xilka la wareegay iyo Ballan qaadka Qorsheyaashiisa Wax qabad,1,Positive-Wanaag
Been badana iyagaaba cunee laamiyadana wa buuxaa qaadka e igu sawirta ma dhamato miyaa,1,Positive-Wanaag
Qof walba naftiisa isaga masuul ka ah weligeed waxaa laga hadlayaa dhibaatada qaadka lkn dadka isticmaala ma dhegsytaan wayna ogyhina illaahay haka madoobeeyo Dawladuna ma joojiso qatka iygo ku ilaalinaya xidhiidhka Kenya iyo Itoobiya waa dhibaato weyn walahi,1,Positive-Wanaag
Talaabada lagu joojiyey qaadka oo aan laga carabaabin wax kasta oo dalka lasoo geli jiray ayaa ah sidii loo xakameyn lahaa faafidda cudurka Coronovirus oo saameeyey dalalka deriska la ah Soomaaliya ee Kenya iyo Itoobiya sii akhri,1,Positive-Wanaag
Ilaalada Madaxweyne caan ka ah Afrika oo looga maaro waayey joojinta cunista Qaadka,1,Positive-Wanaag
Farxiya fiska waa ayo qabiilkeedu,1,Positive-Wanaag
Ganacsatada Qaadka oo Cabasho Ka Ah Dad Garab Ka Heysta Dowladda,1,Positive-Wanaag
Waqtiga iyado iska yar yahey hadana yuu nagu so celin kuwa badan oo dhuuni qaadka kaba qaadka ah wa la yaqaana,1,Positive-Wanaag
Wa ku saxsantahay lkn wa inaad ka hadashaa qaadka ithiopia ka imaanaya o qardho lagu gadayo mudane tan ha no dambeysee,1,Positive-Wanaag
Good news Lakin Diyarada ha Qaadka kenya ka keenaya Maxa lo Jojin la yahay,1,Positive-Wanaag
Daroogada oo dhan in Gado laga Mamulo xitta daska deegaanka uma roona oo Tubakada ka badan Daroogada qaadka udaaya Somalida inteda kale Caqligena diid Qadka kenya Waa dila kan Itoobiyana waa daweye wa laso fasaxa mahane wa laso dhoba ninkii lo xiray marki hore hadda galbay sxb,1,Positive-Wanaag
Majiro laangaab ee waxa jira maangaab,1,Positive-Wanaag
Saxaafadda Kenya oo soo bandhigtey guusha Kenya ee heshiiskii Qaadka Miiraaga,1,Positive-Wanaag
Horta wiilasha qaadka la siinayo ee Caaqiladoodu hubaynayaan iyo degaanada qaadanaya 0 012 ha loo caqli celiyo Hadii la sameeyo guddi aqoonyahano ah oo degaanada ah macdanta waa la ilaalin karaa,1,Positive-Wanaag
Daawo Xasan Sheekh oo looga digay qorshaha qaadka Kenya loogu xirayo dad gaar ah via,1,Positive-Wanaag
Haddaad nin waalan tallo wayddiiso sida Maxamed Kaahin oo kale ayuu kuula taliyaa Dawladda loogama baahna in ay halista COVID 19 badheedho iyada oo danaha dhaqaale ee Itoobiya ilaalinaysa Laba mid doorta QAADKA ama DADKIINA,1,Positive-Wanaag
Farmaajo Abuukarow qaadka inaan diidno aan ku ekaano siyaasad meelxun ayey kula galeysaa waxayna wax dhimi kartaa halgankaagii wanaagsanaa,1,Positive-Wanaag
Hablahii reer muqdisho waxay ku baaqaya in la fiirsado Aaway nimankii muqdhisho joogay ma qaadka ayay ku mashquulsan yihiin Waar meesha ka kaca oo ishagaajiya oo isku xidh hablaha hadii kale wa inay nimanka reer Somaliland oo so gurmadaan,1,Positive-Wanaag
Kala duwanaanshaha dhaqan ee reer Koonfur amp Waqooyi Reer Koonfurka qofka wax dhibaateeya ee musiibada ah marka uu dhinto waxay yiraahdaan qof wanaagsan buu ahaa oo dal amp dad jecla halka reer waqooyiga marki uu kaas oo kale dhinto ay yiraahdaan ILLAHAY ba na dhaafay Alle qaadka,1,Positive-Wanaag
Mashallah ha dhamato takoorku,1,Positive-Wanaag
Somaliland ayaa qaaday dhammaan xayiraadii ay soo rogtay ee lagaga hortagayay faafida Caabuqa COVID19 Waxaana la fasaxay Duullimaayada Ciyaaraha Waxbarashada Hotelada iyo Qaadka Sida uu Warbaahinta sheegay Madaxweyne Ku xigeenka Somaliland C raxmaan Saylici,1,Positive-Wanaag
alle haka dhowro dhibaatada nacbka,1,Positive-Wanaag
Waa masuuliyadda saaran madaxda qaranka inay ilaaliya an MASLAXADDA umadda Sidaa darteed waa MUHIIM INAY DAWLADDA DAWLAD DHEXE amp MID GOBOL JOOJISO QAADKA LAGA KEENO DAWLADAHA DERISKA AH GAAR AHAAN LAGA KEENO KENYA,1,Positive-Wanaag
M Omer M Omer madaxweynihii ogu dul Qaadka badana 12 Ruux o Rer Dalal gulled Mel kuma Gadhsinayso umada Deegaanka fur commentiga FBga,1,Positive-Wanaag
Daawo Wasiir Koore Oo Hanjabaadii Ugu Cuslayd Hawada Umariyay Dadka Ka Ganacsada Qaadka,1,Positive-Wanaag
Masha Allah,1,Positive-Wanaag
Hay adda Duulista Hawada Soomaaliyeed SCAA waxay si sharaf leh ugu war gelineysaa dhammaan howlwadeenada in Qaadka Mirra oo la keeno Soomaaliya ay weli mamnuuc tahay Dowlada Somalia oo War ka soo saartay keenista Qaadka Kenya Akhriso,1,Positive-Wanaag
Danka hadal iyo Iphone 14 Pro max,1,Positive-Wanaag
Jama Raganu waa raga umada ku rogay qaadka baas we don t really care cirka haday qaad ka soo dhoofsadaanba qaad waa qaad uun,1,Positive-Wanaag
Hanbalyo hanbalyo hanbalyo,1,Positive-Wanaag
Xay tahay il fuurnimadaas oo kale marka,1,Positive-Wanaag
Aden Osman Mohamoud waxba sxb ee post hambalyo iyo duca ah soo dhig baan ka wadaa U kala kici seedigaa,1,Positive-Wanaag
Waxa aan maanta saxaafadda iyo bulshada Soomaaliyeed la wadaagay arinka Qaadka Jaadka oo cabashooyinkiisa aan ku dhex arkay Baraha Bulshada waxa aan Ummadda Soomaliyeed xaqiijinayaa in aysan jirin cid ay Dowladdu si gaar ah ugu xirtay keenista Qaadka,1,Positive-Wanaag
Wallaalow Af SOMALI ugu sheeg si ay fahman Cudurkan mid sahlan bey heystaan Somali way hurudaa cudurkan shuban biyood bey wax ka qaban la yihiin ma kan ICU dadka badankii baahan yihiin oo Italy ka yaabiyey amp Dunida oo dhan miyey awoodi karaan QAADKA HA JOOJIYAN,1,Positive-Wanaag
Hadad jeedo magaca ALLAH Love  ku dhoob u0627 u0644 u0644 u0647 u2764 u2764 nFollow ii dhaha illah dartis walalayal,1,Positive-Wanaag
Daami ayaan biyo gelin xallaal ah Ka bilaabaya xildhibaan,1,Positive-Wanaag
Masha allh hanbalyo,1,Positive-Wanaag
Rooble Baahane oo laga dhexsaari wayay Villasomalia Rooble ayaa Dan dhaqaale dhex fadhiya Villada Ilo lagu kalsoonan Karo ayaa xaqiijiyay in Qaadka loo xiray,1,Positive-Wanaag
H Warfa Somaliweyn filsan Mohammed Talaaabo qaadka aan baahanahay isla markaana aan idinku taageerayno waa tanoo kale Shacabka in loo adeego isla markaana baahiyahooda gaarka ah lagu dadaalo ayaan ubaahanahay Isku aragti muhiim maahan inaan wada noqono lkn shaki la aan isku dan baa nahay Mahadsanid,1,Positive-Wanaag
K yar ka marsribaaaa hhhhhhhh maan ugaynr,1,Positive-Wanaag
Hadaad Qaadka la Yaabi jirtayn Qamri ba yimi Wale Ummadan halis wayn ba dul hoganaysa Kufsi Dil Dagaal amp Dhamaan camala jaan o dhan ma lays waydiyay waxa so badiyay Siyaasad dhimatay dhaqaala warkii daa dhaqankina Wa kaa si saqiiray,1,Positive-Wanaag
Khadar Hogad allh kabaq wll midgaan qofkii xun baa ahe,1,Positive-Wanaag
Waa goorma Kuwan qaadka badan cunayaa xagay lacagta ka keeneen Dadkiina cuno iyo taakulyan bay baahanyihiin Waa wada dhalinyaro Kuwii wadanka wax banlahaa Khasaare,1,Positive-Wanaag
waxaa hubaal somaliya hdii qaadka laga joojiyo in ee cagaheeda ku istaagi doonto,1,Positive-Wanaag
Qaadka soomliya walaakey halooxiro cilmi badanaa,1,Positive-Wanaag
Qaadka Joojoi intaas waa laga yaabaa in aad awoodid wax kasta waxaa tidhi lama heli karo,1,Positive-Wanaag
DEG DEG Madaxweynaha Somaliya Maxamed Cabdullaahi ayaa joojiyey go aan ay shalay qaten xubnaha golaha wasiiradda Somalia oo aha in la fasaxo dulimadyada Qaadka ee ka imaanaya kenya sida ay xaqiijiyeen ilo katirsan madaxtoyada somaliya xigasho Maxay kula tahay adiga,1,Positive-Wanaag
Madar Indho Aarre hhh Adba 3 jeer baad so kuftay,1,Positive-Wanaag
Waxan aad ugu xumahay jirdilka loo gaystay gabar wariye ah oo ku guda jirtay shaqadeda Maamulka dagmada Waaberi waa ku ceeb in ay gacan qaadaan qof dumar ah weliba ay gacan qaadka gaysteen rag maamulka dagmada,1,Positive-Wanaag
Beeralayda Qaadka Kenya oo wajahaya rajo xumo weyn,1,Positive-Wanaag
Mansha Allah Hambalyo,1,Positive-Wanaag
yusuf 5 Qaadka marka la cuno biyaha la iskaga dejiya Waaba siyaasad logic ah Waa laba kala maarmeyn,1,Positive-Wanaag
Shiikhow intaa kun sanadood baannu naqaannaye dadka wax wax tara ifka masoo kordhineysaan Qaadka madnuuca taraawixda telefishan kasoo tebiya dadka ka wacdiya i ska ilaalilanta aafada covidka fura masaajidada in maskiintu seexdaan bisha rabadaan IFKA dadka wax ugu tara,1,Positive-Wanaag
Aadbaad umahadsantahay madaxwayne waana kaa filaynay shaqada wanaagsan ood qaranka uhaysid sidaana ku sii hogaami dalkaaga hooyo Waxaan anigu soojeedinlahaa hadii Kenya qaadka ayrabto inan suuq unoqono ilayn waa maandooriyee waa inay anakana naga qaataan geedka binjiga mirihisa,1,Positive-Wanaag
Somali burburkeda ayee ku raxestan wayo Ragga somaliyeed hadii ey qaadka joojiyan wey so baraarugayan wey is raacayan o wadankoda ayee dhisanayan thats why loo seexina sidii xoolihi habeenki dhafra anagana aan sexano malintii jifa aan shaqeysano waye kenya sheekadeda Allow Allh,1,Positive-Wanaag
Eng Abdilahi Ahmed Aden malaa xildhiban ku waaa ku fanayaa in inaku gaboye yahay,1,Positive-Wanaag
Walaahy waa ha dhamaado takoorku ilahay ha isku barkeeyo mubarak iyo murwadiisa mashallah,1,Positive-Wanaag
Sababta East African Community loogu biirayo ma ahan dhaqaalaha Somalia kor in loogu qaado ee Ujeedka halkaas loogu ordayo waa in Qaadka Kenya canshuur la an loogu soo dhofiyo Somalia Wayo waddamada EAC iyo Somalia wax cilaaqaad dhaqaale ah malahan aan ka aha6n Qaadka Kenya,1,Positive-Wanaag
Abdi Mohamud Abdi Waa ina kaaa awoowe,1,Positive-Wanaag
NSHO Kkkkkkk Maanta Ayaad Beentii ugu weynayd sheegtay dadkan Jaadka loo tuurayo waa dadkii Ganacsatada ahaa ee Qaadka iibinaysay waxa kale oo la yaab ah inaad ka soo xigatay Beenaalihii ugu Weynaa ee CBB Dii Faarmaajo subxaanalaah mise Adigaaba Reeraysan You Tuble Qabilaysan Noqotay,1,Positive-Wanaag
Samiira Cateeye cidida suulka iska jar walaal ud83d ude02 ud83d ude02,1,Positive-Wanaag
Shimbirkii Dad Qaadka Ahaa Oo Soo Gaadhay Salaxlay Weerarna U Gaystay Gabadh 7 Jir Ah via NEWS,1,Positive-Wanaag
Afhayeenka Ra iisul Wasaaraha Mohamed Ibrahim Moalimuu oo BBC Soomaali la hadlay ayaa xaqiijiyay in aysan jirin wax qilaaf ah oo madaxda dhaxeeya sidoo kale waxa uu xaqiijiyay in aan Kenya lagala hadli doonin wax hishiis ah sida arrimaha badda iyo qaadka,1,Positive-Wanaag
Puntland Farxada Munaasabada Ciida Awgeed waxay khafiifisay go aamadii Bandowga Sida Keenista Qaadka isu socodka dadka amp xarumaha ganacsiga,1,Positive-Wanaag
Madaxweynihii hore mowqifkiisa ku aadan dacwadda badda iyo Qaadka Kenya sidaan ayuu caddaa inta uu wixii uu qaban karay oo dhan qabtay ayuu shacabkana qalbiyadooda dejinayay Maanta iyada oo mugdi badan jiro ayuu madaxweyne Farmaajo aamusan yahay Somalia,1,Positive-Wanaag
Gobeeeey Ha liciinina ud83e udd70,1,Positive-Wanaag
Hhh bilxaqiiqa midse ogow walaaley raga xaasaska badan waa original lkn hablaha qaadka iibiya waa copy uroonaanta naftoodu,1,Positive-Wanaag
Jimce wangsn sxb,1,Positive-Wanaag
LATEST Kenya oo madaxweynaha Soomaaliya ka sugaysa inuu berri tago Nayrobi si uu saxiixo heshiiska ganacsiga Qaadka,1,Positive-Wanaag
Afku waa buuxaa oo ma hadli karo Bac qaad ah ayaa ag taal oo uu cunayaa 3 daqiiqo ka hor ayuu soo qoray dawladdu waa in ay qaadka joojisaa si aanu COVID 19 innoo soo gaadhin Waa qof noocma ah kaasi,1,Positive-Wanaag
LATEST Dowladda Kenya oo sheegtay in madaxweynaha Soomaaliya uu aqbalay in xayiraada laga qaado Qaadka Mirowga,1,Positive-Wanaag
Yarkaa magtiisa murusade ka doonta takoor ha danbeyee,1,Positive-Wanaag
Dadka wxaa mooda ineey kuwareeren maxaa heshiishki shalay Loo dhaliilaya wxaa ugu muhimsan o qaadka in lasoo fasoxo kawayn waa inan heshiiska xiligiisa ahyn o nin olole kujira legacy looga dhigay aya muranka kajira,1,Positive-Wanaag
Mansha alalh hamblyo lenay reerka cusub,1,Positive-Wanaag
qofka ilaah hooy iyo waalid siiyay oo soo aadayo isaga oo og ayaa ka daran waaga marka uu baryo hadaad heesato risqi aad cunto iyo caafimaad noloshaada waa kaamil saan qaadka ilaah baa leh balse silac lama doorto cadaabtan waxa ka sii daran dadka sida baalaleyda oo kale nool,1,Positive-Wanaag
Mudada uu karoona fayras hawada ama waxyaabaha kale uu ku dul noolaan karayaa waa mudo kooban miisaaniyada dawlada qayb badan oo ka mid ahina waxay kasoo gashaa caslhuuraha qaadka haxii ag dawladu joojisana kolayba wuu imanayaa oo kootara baan buu kusoo galayaa mana joogsanayo,1,Positive-Wanaag
Dadku wa isku dhoone Ha dhammaado takoorku,1,Positive-Wanaag
Ha dhamaado takoorku alaylehe habalyo hanbalyo,1,Positive-Wanaag
Uhuru Kenyata ayaa dhawaan codsaday in Qaadka loo fasaxo maanta wafdi gaar ah oo kasocda Soomaaliya ayaa aadi lahaa Kenya wafdigaas ayaa dib loo dhigay safarkooda,1,Positive-Wanaag
Waa horumar wayn dhamaan inta awooda leh ee xil qaadka ahi waa muhim in ay Cadowga iska dhiciyaan oo xuduudooda soo ceshadaan misna lagu soo durkin,1,Positive-Wanaag
Waan ku Hambalyayna Xukuumad iyo Ganacsatadaba go aanka geesinimada iyo utudhaaluhu ku jiro ee muddada kooban qaadka lagu joojiyay Waxan ku talin lahaa in si cilmiyaysan loo diiwan galiyo muddadaa faa ido iyo khasaare waxa laga gaadhay,1,Positive-Wanaag
Mar aanu hadal qaadka roobka afkaba ka qaadi weynay ayuu qalbi ka baqoolay qaadirku intan dhegta iigu qabtay Subxaanka yaa cadiim,1,Positive-Wanaag
Wasida,1,Positive-Wanaag
Abdifatah Mohed Ismail fiska ayaa iska leh sawirkan ayuu ku galay,1,Positive-Wanaag
Qaadka mar buu qiimo lahaa waana waagii culumaddii hore ay axaadiista iyo cilmiga ku dul xifdin jireen Lol,1,Positive-Wanaag
Xildhibaaan anoo ku codeyey dhaliiilo halkan kaaga soo jeedin maaye Machaa alle ayaan leeyahey qoyskaa cusub,1,Positive-Wanaag
Badra Ahmet Mohomet waad khaldantahy cidi mudan in loo tago Aya loo tagaya ee dadka Ka duwan,1,Positive-Wanaag
New post Somaliland iyo Puntland oo qaadka dib fasaxday has been published on BANDHIGA,1,Positive-Wanaag
Ha dhamaado takoorku,1,Positive-Wanaag
abdifatah Qaadka Itoobiya waa OK,1,Positive-Wanaag
Kenya waxay inaga heysataa dhulkii NFD oo idil waxay ku dagaallameysaa maanta iney ku darsato Kismaayo iyo badda ku xeeran oo kheyraatka ka buuxo Waxay soo dirayaan wafdi doonayo in loo fasaxo maandooriyaha Qaadka Kenya waa cadawga jiritaanka Soomaaliyeed,1,Positive-Wanaag
Marar badan ayaan sheegay in HSM uu unuguyahay shisheeyaha qaadka kenya hada ayaa lageryaa soomaaliya inta aan lagaarin imaanshaha HSM ee Kenya 4 taan sano dalka meel xun ayaa laguwadaa,1,Positive-Wanaag
La dagaalanka qaad waa jihaadka saxda ah ee maanta soomaali yaala qofka qaadka la dirirayana waa mujaahid,1,Positive-Wanaag
cidamada garkaa e sida qaadka utababaran e ladhaho bsf e buntland wa kuwii deni bajaqiyay ayaa yiri hadaad iskudaydo 16 kursi o taala bosaaso danayoo adaa kashalaayin waxay kaloo dhaheen Feeg boy,1,Positive-Wanaag
Somaliland waxan Malaynaya inay joogaan dad iska ciyaaraya hadaydu qaadka joojinwaydaan waxa meesha ka dhaca Muse Bixi aya masuuliyadeeda leh waxa dhimandoona 50 000 o qof,1,Positive-Wanaag
We need to educate him but I really like one of those who eating Qaadka kulaha waa iminku nagu yar yahaye noodir dheh soo funny,1,Positive-Wanaag
Patriotic Nasriin Caqliyo Mahad Essa war wad maqlaysa sow maha ud83d ude0e,1,Positive-Wanaag
Qaadiid iyo Qardho oo si weyn ugu ololeeya Joojinta Maandooriyaha Qaadka ayaa maanta Salaadii Jimcaha Khudbad ka jeediyey Masjidka Cumar Binu Khadaab ee Magaalada Qardho Soo dhowow Saaxiib,1,Positive-Wanaag
Farmaajo Waxbadan ayan ka baranay MW Farmaajo Waxaan kaa baranay dul qaadka daganaansho Dulqaad kaaga waxbadan ayaan ka bartay madaxweyne Waxaan kuu rajaynayaah Allah in uu kuu fududeeyo Waa lagu masibtay waa lagugu caayey hawsha qaymaha badan ee aad hayso Noogu samar jahligena,1,Positive-Wanaag
Col Ahmed Welcome to dhulkaagii hooyo Somaliland iyo Somalia labaduba waa dhulkaagii Ha bixin oo waxba haka soo qaadin hadalada ciyaalka qaadka ku wareeray jiho ay socdaanba garan maayaane Enjoy your visit,1,Positive-Wanaag
BALANTA ALLAH Balan qaadka illaahay waa dhab yaanay idin kedin sirin Noloshan aduunyadu yuusan idinka kedin Eebe kada badanihii Shaydaan Diin amp Darajo allow noogu deeq,1,Positive-Wanaag
Markaana maxaad ku tidhi,1,Positive-Wanaag
Farmaajo waxaa suurto gashay Inuu ka Kenya joojiyo marmarsiinyo na helay marka Xassan Sheekh inuu halka dib uga noqdo ma aha waa inuu marmarsiinyo uu ka Ethiopia ku joojiyo raadiyaa sidaas na waddanka qaadka uga xoreeyaa Balse middaasi waxay muuqataa inayna hirgalaynin,1,Positive-Wanaag
Mashallah hamblyo hamblyo kuwi isku war illahy ha idiin kdhigo lamahn is dortya,1,Positive-Wanaag
Ambo qaadka geediga Sida awrta loo raro Heesaha gaarka ah Waxa lagu aloosaa Magac Eebaheen iyo Addin iyo af wada jira gives me chills,1,Positive-Wanaag
Jimce wanaagsan,1,Positive-Wanaag
Hambalyo Caruuska iyo Caruusada guurkiina guurnagi,1,Positive-Wanaag
Farmaajo Haha Beileh oo photoshopping lagu sameeyey Qaad diidow Beileh canshuur buu rabaa isaga oo AirPort dhextaagin jawaanadii qaadka ayaan arkay subax aan ka dhoofayey Aden Cade Qaad joojin dan uma aha Beileh,1,Positive-Wanaag
Ma fiskaa mise waa inankale,1,Positive-Wanaag
Qaadka waxyeeladiisa ma aha mid la soo koobi waxaan burbur dhaqaale iyo mid caafimaad aan ka aheyn lagama dheefo weliba kuwa iibiya ee yiraahdaa caruur baan ka biilanaa dhibaatada wey soo gaartaa waxtar la aan jaadoow adaa leh,1,Positive-Wanaag
Allaha isku barakeeyp caruuska iyo caruusada,1,Positive-Wanaag
Qaadka ku Margo war wuxuu ma ari baa Bal qof weyn oo ilaahey caqli siiyey oo caafimaad uu ku shaqeysto siiyey oo sidii xoolihii caws aan faaido laheyn cunaya oo ka qaadaya cudurrada faafa Sida hepatitis ama cagaarshow iyo stds,1,Positive-Wanaag
Haddii Diyaradaha Qaadku shaqaynayan weli wax badan lama qaban wayo wax aynu Kenya ka so dhoofsanno ogaalkay ma jiro marka Canshuurta Qaadka faya qabka dadkaa ka muhimsan,1,Positive-Wanaag
Isha biyaha ee Baydhabo janaay Soomaaliya Qurux badanaa Masha allaah Dalkeena nicmaa fadhida ee rabi nabada hormarka iyo lajaan qaadka dunida hormartay Alle ha gaarsiiyo,1,Positive-Wanaag
All Somali People HALA JOOJIYO QAADKA KA IMANAYA KENYA IYO ETHIOPIA SI LOOGA BADBAADO CORONAVIRUS KA Sign the Petition via,1,Positive-Wanaag
Lacag Gacan qabad Mudane ku Maal gali biilka Iyo damaanad qaadka waxbarasho waxa lagayaaba inaad iska ilowdo muddo ka bacdi inta Dhiiga aabahood qoyan yahay wax weyn qabo,1,Positive-Wanaag
Caawa waxaa la xaqijiyay in markii uu hadlay wasiirka cafimadka ee kenya uu ku soo daray in qaadka la buufin doono si aanay gaadhin somalia isagoo hadalkisa sii wata ayuu shegay inan wax dhiba aanay kala kulmayn somalid caabuqa loo yaqaa corona virus stop chewing mira chat,1,Positive-Wanaag
